"date","produced","destroyed","mining.value"
2014-09-11,2490024716037.52,703235427841.447,960470769404.075
2014-09-12,2389074214249.6,746847147587.334,916056937673.919
2014-09-13,2579236168956.59,1165578597065.27,1094669042013.49
2014-09-14,2503491683228.08,1195209224009.4,1101827125550.96
2014-09-15,2548476662975.52,632543366381.637,915142326951.059
2014-09-16,2427990329878.59,632242985544.224,921489495499.539
2014-09-17,2286090684355.99,680350946440.524,948878045346.922
2014-09-18,2332894151982.29,685602345575.132,940930409780.504
2014-09-19,2307639927585.63,783085857780.406,966619642975.17
2014-09-20,2419353049166.79,1137979270813.84,1063592184042.57
2014-09-21,2465018967718.11,1008043713995.8,1056289310446.27
2014-09-22,2484833064569.57,665702468669.754,917040608006.985
2014-09-23,2479814676942.28,641331280516.517,935539261451.686
2014-09-24,2160015574506,604825944008.703,929725156361.182
2014-09-25,2285467539767.12,694061299922.641,979642692595.063
2014-09-26,2306473089306.72,690873745286.678,905435417949.746
2014-09-27,2342108900409.38,888843727821.097,1008449875645.22
2014-09-28,2720313924450.58,981346903933.562,1102894033662.43
2014-09-29,2527727940673.24,564901528273.395,870130098608.758
2014-09-30,2355980062006.43,569728428272.698,761058759268.006
2014-10-01,2171172364305.64,603837504823.8,936499851689.93
2014-10-02,2478621978947.29,694398664185.95,948819005882.264
2014-10-03,2335816458751.96,823854184445.38,976312285295.847
2014-10-04,2255336381289.09,1324032147646.93,1051624625214.39
2014-10-05,2415502523335.09,1153775871132.19,1076808934675.72
2014-10-06,2508763132081.06,767857955118.06,880117423876.675
2014-10-07,2350036535953.37,682700004247.41,897543517588.622
2014-10-08,2248737782570.27,734675149740.69,1069549282827.11
2014-10-09,2379922290916.73,689470379577.71,1002723647999.58
2014-10-10,2462786399018.23,796451006280.64,971713914176.675
2014-10-11,2691108721508.2,1362210154421.85,1128611207798.72
2014-10-12,2475957069798.89,1160558694599.78,1177528021734.93
2014-10-13,2454734011320.28,878048255606.52,1007233775196.68
2014-10-14,2469681063864.37,623994686086.97,962219871891.709
2014-10-15,2393704860535.59,881288716972.38,972331916621.13
2014-10-16,2288851558347.99,712402961701.57,1023911438672.11
2014-10-17,2289035061911.76,704664449918.19,944587551100.161
2014-10-18,2619386469094.76,1101015292872.95,1098378869976.88
2014-10-19,2588475993595.94,1287496684128.26,1099035388923.19
2014-10-20,2324469826704.31,799629261633.14,937733591909.305
2014-10-21,2307102561539.53,772337551605.96,919455826864.604
2014-10-22,2141018180937.06,756506052482.66,1012530331284.7
2014-10-23,2568742479587.19,775941951184.7,995173066083.533
2014-10-24,2460771374202.19,768072892354.81,933311147893.025
2014-10-26,2545924736299.64,1441241945828.48,1093083018338.34
2014-10-27,2262197420921.7,791212282489.64,904759978739.862
2014-10-28,2383645624055.39,829081267756,914408525265.323
2014-10-29,2499110958652.02,934747459311.8,950615501795.556
2014-10-30,2544866828126.36,688511284494.27,928491082169.992
2014-10-31,2380221587041.77,737207873620.67,900262782667.532
2014-11-01,2637603774529.42,1044594952825.29,1017371226117.22
2014-11-02,2420719548886.7,1241816381457.36,1093666187840.3
2014-11-03,2550961273067.18,998047344863.43,863734154655.404
2014-11-04,2532319522831.52,892640729889.03,732990973701.863
2014-11-05,2393771760236.54,867949703763.61,886409642721.257
2014-11-06,2433680266006.86,818493026567.8,923430103354.725
2014-11-07,2361409160920.57,825399295211.1,821435829823.645
2014-11-08,2569996481471.76,1298927343420.74,968416965181.167
2014-11-09,2689059560137.82,1226123998239.97,999880524559.431
2014-11-10,2536627582207.94,883935175179.15,827445842370.503
2014-11-11,2585683412387.21,809050322110.03,845937511934.253
2014-11-13,2435085730658.77,859016222485.25,823540616100.831
2014-11-14,2430025215664.72,851761767195.75,779333942042.846
2014-11-15,2731453626846.98,1174241616674.83,939722629118.759
2014-11-16,2561044761419.12,1480232867089.57,969749999066.689
2014-11-17,2367158239851.81,738380286766.41,798555379542.196
2014-11-18,2398203353220.55,835578688228.49,787291479109.273
2014-11-19,2621353060345.96,790410138157.76,814763006124.969
2014-11-20,2233586378728.11,802108849718.43,774329955864.715
2014-11-21,2411927913321.65,812829116681.5,766691276072.103
2014-11-22,2425456061176.74,1225576230089.7,865074999763.621
2014-11-23,2544316369355.16,1123520942595.71,915393577856.749
2014-11-24,2422742271508.94,1007732643076.61,775561252579.841
2014-11-25,2393865034649.1,1009141792873.73,778546099505.395
2014-11-26,2465916768091.58,875855041256.46,819628452190.179
2014-11-27,2495810871220.76,770344266911.43,796138470244.053
2014-11-28,2450037205858.48,919186338157.37,776644619130.858
2014-11-29,2634696730071.45,1216101678278.71,873903545053.676
2014-11-30,2581027151876.88,1318815822548.17,918988368428.85
2014-12-01,2409271736372.04,772026252535.16,746316582526.586
2014-12-02,2579384200771.12,828441220241.07,775112566105.068
2014-12-03,2425287173605.44,842494536561.53,809417925960.95
2014-12-04,2385769627576.03,835441607695.84,796250898642.991
2014-12-05,2613564633892.83,1211162278550.14,779645712977.878
2014-12-06,2547775849871.37,1241268727491.92,893388385477.336
2014-12-07,2748374832332.12,1308608867041.57,922245541238.378
2014-12-08,2672159598000.61,882980828920.75,796448236785.712
2014-12-09,2595088752387.21,701806372407.98,653816022448.042
2014-12-10,2625420858731.06,1034818819745.39,740776670278.328
2014-12-11,2735813825712.27,887577214616.72,726744498692.066
2014-12-12,2778326147926.67,944537833030.1,762486370801.894
2014-12-13,2765802526049.9,1357254676211.93,866648603801.775
2014-12-14,2928847221556.38,1359935971016.5,891452346881.972
2014-12-15,2619437688116.04,878744878532.97,728766333805.698
2014-12-16,2675597843535.66,857547103960.65,772191269624.436
2014-12-17,2727897977942.15,923344339191.72,804445038072.768
2014-12-18,2802095162625.35,919232128814.66,777086012170.891
2014-12-19,2646882613480.34,814006294798.84,110003007172.041
2014-12-20,2750248461968.18,1188884423445.09,760649954053.359
2014-12-21,2829064496357.8,1148471944755.5,936821304699.993
2014-12-22,2793822968868.49,1007200273094.31,786780302947.889
2014-12-23,2860583986442.1,839496770228.94,787841413463.923
2014-12-24,2734206360368.01,685302307135.16,747033531018.91
2014-12-25,2501011123905.29,634428454389.1,774466178863.581
2014-12-26,2567501827105.58,744793031907.83,801935854011.37
2014-12-27,2528640848709.5,1458322681715.09,879307558751.545
2014-12-28,2646960378355.3,1105112419265.94,931047308725.456
2014-12-29,2636044841286.74,991974897695.4,801459613395.269
2014-12-30,2801235350390.95,1105559838006.04,824007800417.433
2014-12-31,2639203752705.68,680629261015.16,719355607268.682
2015-01-02,2814049296457.53,1163713693585.34,853638131564.749
2015-01-03,3094184940262.95,1541459189373.84,914834244085.239
2015-01-04,2991406603087.59,1519604053627.58,929603688583.349
2015-01-05,2877507412165.01,898792990071.52,732279090557.023
2015-01-06,2827300567118.9,1076215885359.52,824875312351.902
2015-01-07,2669587661502.46,850661986703.12,843618592829.169
2015-01-08,2707476677941.52,920172128723.93,847762216645.046
2015-01-09,2773385230482.77,847100233589.48,814658619786.18
2015-01-10,2865378887252.53,1203590354080.74,931324474500.459
2015-01-11,2730143213431.14,1381268067031,972465236222.888
2015-01-12,2718565028891.94,867909543378.01,761248010312.652
2015-01-13,2546370484042.78,788828003334.69,751402288864.507
2015-01-14,2623698492316.75,824255040582.45,798248138336.404
2015-01-15,2706142088854.33,852721468120.27,811987728596.924
2015-01-16,2677655267439.6,906957374858.23,808450883046.078
2015-01-17,2921284380412.11,1339141692483.51,933429978418.577
2015-01-18,2711242812379.76,1548261751808.35,962980192700.731
2015-01-19,2657290433986.77,972480869550.95,784854865139.881
2015-01-20,2551039433727.83,859844604311.03,751043135951.005
2015-01-21,2648551356802.59,934711725001.89,831204763337.101
2015-01-22,2673904942617.63,856244727114.44,789842588646.854
2015-01-23,2778914244682.73,1012611160307.07,811982227406.291
2015-01-24,2504723928886.58,1285944657693.78,932239549888.167
2015-01-25,2668708142396.3,1226969816195.99,979721771031.192
2015-01-26,2538057854546.63,833102882499.73,804315967608.63
2015-01-27,2620811539854.38,843049221579.54,825669671706.097
2015-01-28,2479372736903.02,835976507031.71,843792621047.19
2015-01-29,2749177418083.47,801402246397.39,835199450968.879
2015-01-30,2545316435605.21,941583463552.33,783448631465.063
2015-01-31,2670815626016.15,1264717882990.5,925624194228.85
2015-02-01,2655914956483.85,1429047987318.1,948959444937.417
2015-02-02,2827385764481.35,750881860488.96,770363612260.394
2015-02-03,2634057895045.97,883499255019.46,769076307783.726
2015-02-04,2515193725479.27,829233836961.9,818979527921.216
2015-02-05,2703104149231.81,855140143242.02,802538531675.556
2015-02-06,2642663955910.35,981761380422.31,811514020020.972
2015-02-07,2622941037986.95,1180317671497.93,948843745165.065
2015-02-08,2526227328245.08,1463269521405.51,987738945370.137
2015-02-09,2675906874977.64,1033656660747.52,796779522381.362
2015-02-10,2735901676398.78,755706409404.27,791056360579.466
2015-02-11,2710915537727.42,810534229502.68,842903385506.211
2015-02-12,2571676462590.17,838852700533.39,820600188354.108
2015-02-13,2535056109980.19,829197667949.57,823549237905.303
2015-02-14,2618008150893.62,1054716785012.38,905053639512.287
2015-02-15,2720584469473.11,1243724234843.1,995329819049.087
2015-02-16,2845663865296.24,885492114187.35,827834799044.886
2015-02-17,2605200487801.56,767281552544.5,684087741607.172
2015-02-18,2731358822468.39,845766456837.46,778389148734.168
2015-02-19,2770429757847.65,893818013950.19,844300398107.461
2015-02-20,2797157593786.67,971332969105.35,827722926775.309
2015-02-21,2545099671639.33,1255842482521.21,927440583322.119
2015-02-22,2699739560586.95,1446644405318.92,986445123688.688
2015-02-23,2598668545064.1,917511748188.01,730444316164.775
2015-02-24,2643506976443.74,836672124388.12,722664362840.129
2015-02-25,2701587927670.53,694328899590.12,649821931110.082
2015-02-26,2772205616604.52,888542565403.4,804999716292.536
2015-02-28,2866847947278.2,1171937296467.37,914621974242.184
2015-03-01,3123689235742.17,1258197729070.92,904293469119.897
2015-03-02,2850888838210.46,944851056703.01,753150926307.421
2015-03-03,2732704322701.94,757058384035.45,766786785393.992
2015-03-04,2405738629454.25,814518924762.9,781873577409.182
2015-03-05,2523078702996.1,860424160073.34,804611884166.226
2015-03-06,2499700323838.6,917407728560.39,768716020840.304
2015-03-07,2670369740860.42,1232126070592.05,904027914386.28
2015-03-08,2552519920529.38,1169429570586.64,901832333518.431
2015-03-09,2695067779182.38,987493439889.22,775028135768.132
2015-03-10,2563690231043.59,916410808101.24,767968541057.828
2015-03-12,2416585940153.65,800972363217.14,757790754123.909
2015-03-13,2406621164304.51,856143529814.23,757749554758.828
2015-03-14,2606594113237.8,1110395058886.78,856667277198.396
2015-03-15,2671860562895,1232948441054.38,895410348179.529
2015-03-16,2658319432002.06,876114557704.37,728260584171.104
2015-03-17,2808789609132.66,888750685207.55,743684302246.137
2015-03-18,2616617130815,809142449977.95,753402368191.695
2015-03-19,2671223978859.16,796305891404.64,752068681440.135
2015-03-20,2510830483036.32,761375704607.91,735846591475.889
2015-03-21,2622799329270.06,1133327496169.22,857536811134.008
2015-03-22,2712286124324.75,1178794148935.94,907458136141.274
2015-03-23,2642477028854.42,804769932418.55,735463467799.855
2015-03-24,2279384220246.28,716005050731.21,645043730833.793
2015-03-25,3231926170210.42,812782953389.7,724864524543.877
2015-03-26,3404044682381.68,822197841373.05,766712587245.692
2015-03-27,3002106639327.66,976170243434.07,717756904701.476
2015-03-28,3260903207569.68,1595099596949.15,867020759492.386
2015-03-29,3019159680928.4,1500507919234.63,906548989322.407
2015-03-30,2916400893075.56,847584912905.6,735270972050.166
2015-03-31,2756400355274.7,796358781665.13,761927244177.06
2015-04-01,2724923980685.29,931744557999.1,756403476475.795
2015-04-02,2606638500561.35,854682656496.9,782023583128.969
2015-04-03,2604730594702.62,1168370662793.87,841288108767.193
2015-04-04,2787592460863.67,1191608964812.22,866602791697.92
2015-04-05,2673802392272.47,1167770674776.73,895241568121.211
2015-04-06,2730709030522.12,993493704817.34,816121769212.659
2015-04-07,2770023642921.74,825555334898.34,736665832703.717
2015-04-08,2548814894042.64,977416701830.88,764060427123.86
2015-04-09,2495159176610.96,870131919686.14,770319950262.135
2015-04-10,2382696528659.27,786323922324.74,660591854310.517
2015-04-11,2733347942196.65,1144829742718.2,806014342293.301
2015-04-12,2727203649805.92,1146197010992.84,863219612417.88
2015-04-13,2440802420194.93,867016508108.53,723433835395.21
2015-04-14,2353914320057.57,742732463209.14,702058859835.908
2015-04-15,2447017440623.64,832414918402.02,707469487162.134
2015-04-16,2235257320829.77,808399123453.72,719187449107.182
2015-04-17,2267399116366.56,850506571692.24,706504321468.054
2015-04-18,2442739032597.64,1016153119277.68,778647298900.848
2015-04-19,2513919137076.39,1358708447315.22,817460547662.791
2015-04-20,2424880748846.94,843274902553.76,661959001803.855
2015-04-21,2386291434765.79,743405793681.42,687886252163.765
2015-04-22,2306957533128.18,806284658467.11,674067079051.222
2015-04-23,2340632114586.67,740851000897.76,692378201363.794
2015-04-24,2188509206716.64,793585239430.87,677598719983.827
2015-04-25,2400328822522.69,1137439052954.47,792273718040.052
2015-04-26,2511904734596.84,1123975183631.68,797490097460.64
2015-04-27,2450158504916.44,1094044298042.43,694255431246.191
2015-04-28,2156701446085.16,784790085337.44,619425046234.125
2015-04-29,2073206324083.45,984873730325.33,691042745515.972
2015-04-30,2110362560546.56,791930509582.7,687939050068.348
2015-05-01,2499386874714.85,933285848044.18,744887367122.047
2015-05-02,2429484470604.43,1051565825629.2,501627970244.296
2015-05-03,2324829949332.59,1256803076542.53,765163261133.497
2015-05-04,2469714791486.45,1014001574605.21,669919936824.288
2015-05-05,2275784134304.32,915043005258.32,688717113870.752
2015-05-06,2361359116270.63,756252583399.83,694847133685.35
2015-05-07,2341644237327.34,811349900601.99,638865171937.925
2015-05-08,2231530547066.73,964426258791.11,696721605337.324
2015-05-09,2573042047104.04,1539313061040.12,739552403924.853
2015-05-10,2272103270522.94,970728380503.14,759450538899.649
2015-05-11,2349626016965.56,1039561889412.82,657694902446.468
2015-05-12,2367980004389.12,999268557427.66,655940398307.517
2015-05-13,2396837473665.34,935664026931.85,695982835236.962
2015-05-14,2431936286448.7,798316307990.6,790873833875.504
2015-05-15,2382278569963.1,995893303231.91,710365668257.979
2015-05-16,2466236463908.29,1081125906671.69,794745402629.037
2015-05-17,2674827072241,1105137278496.69,858205570810.552
2015-05-18,2384411117786.84,815395144311.44,656628506814.442
2015-05-19,2491486259173.62,872274022724.81,675380543850.275
2015-05-20,2264696191573.54,758010084522.9,692676321187.914
2015-05-21,2586879688170.97,703276159616.57,676493727260.695
2015-05-22,2366149021093.89,970028300537.87,692882604595.862
2015-05-23,2351326964269.33,1060591068928.03,756009557476.709
2015-05-24,2472552335517.58,1204713255603.32,801775806230.859
2015-05-25,2529454700249.61,884948237969.49,755534418389.355
2015-05-26,2555702037438.56,954164166436.16,664029225731.439
2015-05-27,2166535443412.63,866053254271.03,671895082318.744
2015-05-28,2199395372231.12,774269037817.69,649486555955.78
2015-05-29,2272127423796.36,844357428076.97,646928033266.232
2015-05-30,2296669738382.98,1058587158300.97,752359594846.591
2015-05-31,2493590389417.89,1485850883077.19,775999460026.299
2015-06-01,2439687428389.36,760653641365.17,656684442521.558
2015-06-02,2226605919641.02,732767350202.59,577678824547.128
2015-06-03,2358464702906.54,849073632841.2,624267191348.534
2015-06-04,2485376485679.5,809263532568.41,654108413504.592
2015-06-05,2379526599255.39,846934015551.55,626476286153.526
2015-06-06,2364430450933.01,1135455994113.09,723748383258.56
2015-06-07,2326827099874.15,1152561720392.69,754407718489.473
2015-06-08,2355145050073.44,754340887943.71,630627574443.18
2015-06-09,2220525884013.91,743088762217.36,629412245763.486
2015-06-10,2458934719054.08,877455709451.28,634136379010.684
2015-06-11,2198330386795.22,718231275349.87,632396344965.652
2015-06-12,2200789171298.81,950937019966.77,632314627401.727
2015-06-13,2248838280114.59,1217201493132.93,698898330677.5
2015-06-14,2352395699139.93,1165080581309.99,748373758363.224
2015-06-15,2292105558061.56,759245485065.6,617753902547.982
2015-06-16,2271683069191.97,823405249003.07,599521890630.523
2015-06-17,2113398100155.38,763146537328.13,634955770556.56
2015-06-18,2255760420452.64,712407941062.24,615652445684.93
2015-06-19,2093431271169.52,753335151722.33,577054587202.605
2015-06-20,2195693163399.28,1223917996846.54,695045524444.79
2015-06-21,2314346578946.74,1232561672328.72,711930718049.176
2015-06-22,2096590422028.4,922139020522.19,605614790504.33
2015-06-23,1924183471382.58,728235869137.82,623855956817.818
2015-06-24,2356428269354.22,778111025512.87,628782143626.131
2015-06-25,2062744963711.62,697416278127.77,660359018952.31
2015-06-26,2001899803160.69,949737910806.73,630472171032.057
2015-06-27,2026811781961.06,1113716063099.68,715474003707.164
2015-06-28,2116530744531.77,936909484530.57,772142740410.385
2015-06-29,2252495493510.16,747284413525.32,650283204663.616
2015-06-30,2282735603619.4,711993204372.62,610453329562.355
2015-07-01,2358445327195.22,650574030979.49,621271524186.522
2015-07-02,2176978233085.57,723330580639.84,671711979486.367
2015-07-03,2178570977148.52,882304761906.32,602986527635.626
2015-07-04,2219428736242.35,1076548284239.72,653452828724.228
2015-07-05,2189192372771.32,894383489336.13,696577539115.93
2015-07-06,2070292120592.98,734100778471.8,602824350456.422
2015-07-07,2165833842189.5,679843017606.55,571933823071.286
2015-07-08,2258275239900.93,797950636977.97,601992997589.582
2015-07-09,2375048282718.49,671408346731.38,615482374136.217
2015-07-10,2178181465990.1,684556716666.68,617613608607.708
2015-07-11,2220397104156.45,949658570994.54,701235934813.158
2015-07-12,2341188689504.43,1067521226931.04,743628904389.432
2015-07-14,2381837978690.38,642997928220.61,604075526974.037
2015-07-15,1836745351259.02,360251767498.33,259811917615.658
2015-07-16,1864726240115.75,757817618002.5,693215076321.243
2015-07-17,1998481996154.78,776422316603.3,640082309612.89
2015-07-18,2035072289149.65,918369552492.66,730441790983.001
2015-07-19,2432909113241.12,1124933956130.34,787311291426.478
2015-07-20,2250715690912.16,683170927017.66,664068378285.813
2015-07-21,2170390125663.47,704045611602.34,671147844430.031
2015-07-22,2281255583096.43,791701998531.95,653173395503.789
2015-07-23,2121177421943.63,678389659875.63,699852714721.477
2015-07-24,2272365546922.95,912311655602.52,665840479424.022
2015-07-25,2245372290258.52,1129911090465.94,731540779658.487
2015-07-26,2194675253977.38,1167854299987.76,775535929805.028
2015-07-27,2218290653542.38,853639459629.92,690988607803.85
2015-07-28,2383828473329.66,757730035583.51,673242950719.775
2015-07-29,2216846522289.77,763408530954.87,683010530810.104
2015-07-30,2208863132812.9,725640532553.26,667374599902.183
2015-07-31,2104470089585.59,744089804870.79,657855967906.584
2015-08-01,2325434939417.82,1168241989469.48,740771148935.775
2015-08-02,2129146385620.84,1076671651553.4,751513827055.955
2015-08-03,2341166268810.18,747998251729.99,656553142744.229
2015-08-04,2292324452818.96,752761684427.16,679498894918.878
2015-08-05,2186143681790.47,932536463869.98,666753209754.994
2015-08-06,2189471518274.08,679193933442.61,658147069631.977
2015-08-07,2314456227552.73,722514225553.46,644300402014.818
2015-08-08,2136354414608.8,948158026154.89,771321157679.396
2015-08-09,2260468413017.42,872081238352.36,776269828865.441
2015-08-10,2285717196473.89,765320625518.63,650052991718.284
2015-08-11,2324483659212.3,706763030160.46,683904627203.969
2015-08-12,2437785880281.93,813681486208.34,661244391442.737
2015-08-13,2061590964379.6,722601403813.83,661337244414.92
2015-08-14,2092025305095.97,727078181923.85,667871962795.528
2015-08-15,2299573330037.26,1000766531697.64,761063096308.009
2015-08-16,2294921986327.33,1023970028804.19,805089073116.805
2015-08-17,2383103391240.14,670009092057.65,696497275683.528
2015-08-18,2195216263902.75,676192170943.94,686441901833.202
2015-08-20,2445450230037.97,689571645869.28,723498425958.09
2015-08-21,2026247529630.08,832418237119.81,694421208216.673
2015-08-22,2170733552569.92,955846960392.77,762345646861.732
2015-08-23,2415475812129.39,1251022009708.32,790188237548.354
2015-08-24,2138498831734.32,797482283674.43,613397297108.402
2015-08-25,2174588302114.49,785194684226.18,609039591040.937
2015-08-26,2072409083557.93,923501816717.88,612900726856.605
2015-08-27,2193369285282.86,711225953286.93,632432869974.423
2015-08-28,2111230502842.45,832223583834.95,657638727250.656
2015-08-29,2145488947217.4,957893930154.68,259864889269.497
2015-08-30,2343325458980.79,1373282389061.81,814328826060.107
2015-08-31,2143187175812.1,721256016456.74,592049736768.765
2015-09-01,2122283675064.18,696009433137.49,643303353585.862
2015-09-02,2166884845449.25,748114523697.31,694621473252.175
2015-09-03,2214793332601.46,690089243184.48,658670432079.212
2015-09-04,2229667667053.85,790610954480.1,697408197139.394
2015-09-05,2266315942382.05,986460182183.52,787230757256.229
2015-09-06,2480250022356.31,1085368605557.52,860299521675.754
2015-09-07,2236657814794.32,968608075323.21,756810926124.776
2015-09-08,2317163548051.79,730330749913.37,680852939347.993
2015-09-09,2072506250108.09,733374828941.11,668614379013.876
2015-09-10,2150100755965.81,671385860765.63,656911286680.42
2015-09-11,2104376207528.57,787991499606.85,648895187289.854
2015-09-12,2349639301093.76,1268506717584.53,765341318321.523
2015-09-13,2198449114265.57,1458722258004.24,811150106052.121
2015-09-14,2307611913588.16,773069810309.16,704004297146.143
2015-09-15,2239281695482.63,770189875281.02,703921433077.045
2015-09-16,2311354077667.36,780335619083.59,706163569063.252
2015-09-17,2170755249894.84,672532796379.91,681435904943.375
2015-09-18,2292452889340.59,816190209131.28,676681369479.405
2015-09-19,2225327966411.26,1451915446127.3,762005329711.431
2015-09-20,2258770816541.73,1089590679228.83,797886534545.167
2015-09-21,2226851862188.15,724037270344.61,708178159344.297
2015-09-22,2113194634026.24,735585327705.35,697892589975.824
2015-09-23,2137896627690.76,863828935389.38,741613466831.197
2015-09-24,2289035068840.32,843621377525.07,701791060045.685
2015-09-25,2080712280976.46,799083741801.21,689014624892.864
2015-09-26,2368885417516.54,1445248013360.15,748448153697.146
2015-09-27,2427834455563.95,1104222641059.28,810729593720.631
2015-09-28,2182321193148.12,766847263828.07,661844342299.731
2015-09-29,2180011278382.02,667542379245.58,658982633128.682
2015-09-30,2276992861300.45,784827803924.18,696901564112.606
2015-10-01,2027891915740.46,681458896799.54,684918250508.08
2015-10-02,2429543293305.13,789333892620.08,689382421028.34
2015-10-03,2474218300343.21,1046989276202.75,848318455150.586
2015-10-04,2304583526638.43,1213689091884.6,892769736158.346
2015-10-05,2330967024875.98,720033498889.32,731616487435.827
2015-10-06,2490603524857.08,735237454732.05,751647072493.604
2015-10-07,2204133339032.02,741071089941.89,759359951275.206
2015-10-09,2171130784267.29,733963582071.24,736884209056.859
2015-10-10,2417487818680.88,1093792586411.81,804840910080.741
2015-10-11,2309939161810.8,967942512696.08,893020011952.282
2015-10-12,2309921343534.03,1598764460680.27,764306548545.311
2015-10-13,2339556941004.24,681898422916.71,748208084931.475
2015-10-14,2359898538324.98,835663017166.93,769279218514.771
2015-10-15,2217448479473.94,641338221468.36,743950387844.19
2015-10-16,2259484065107.47,799523734060.73,719100436664.183
2015-10-17,2497114167100.23,1206900915645.33,858338085090.204
2015-10-18,2676819097293.43,1107085740062.38,906644489603.736
2015-10-19,2477701717281.77,759308737028.53,747866331494.405
2015-10-20,2350414269547.61,867072751082.46,715597929642.596
2015-10-21,2345407657599.69,767765175693.25,733086326759.815
2015-10-22,2303472917663.9,889296625328.38,729933730485.932
2015-10-23,2347029427492.4,987915623807.21,700384253113.876
2015-10-24,2420506828441.82,1104538478402.29,840024320811.05
2015-10-25,2348182512677.5,1076539870169.39,931691865450.13
2015-10-26,2339799972468.43,904031025227.28,709880555183.891
2015-10-27,2138192811395.29,912784265586.67,753847892988.335
2015-10-28,2174941693840.1,902061015917.71,749593921962.71
2015-10-29,2231610430669.42,706163727145.89,754392487462.854
2015-10-30,2269387011330.69,868328581210.92,713602111093.239
2015-10-31,2166844352809.54,1282421982425.57,893726858374.111
2015-11-01,2335803292751.34,1180888140115.64,931397614320.426
2015-11-02,2313854076946.52,752387876013.4,785618254463.599
2015-11-03,2264829511328.69,659451751248.85,719603520654.244
2015-11-04,2271297276067.36,856850300104.03,778346674256.692
2015-11-05,2184883009022.96,765521851213.74,730000071441.623
2015-11-06,2191176097655.06,810488633947.45,749027959451.186
2015-11-07,2264616016138.43,1229591514937.37,905694452556.816
2015-11-08,2251144699556.84,1232242824477.65,942970856551.404
2015-11-09,2406742332750.17,803315882244.84,773841283729.755
2015-11-10,2366712957857.14,785668301665.69,744446595743.71
2015-11-11,2242902788525.33,868935147183.35,798661274452.327
2015-11-12,2361383152996.54,749704428661,753411024454.647
2015-11-13,2522522305156.91,799691204364.8,754178811205.029
2015-11-14,2176090015731.75,1251512243492.28,844346145054.178
2015-11-15,2382571710115.71,1214336293574.62,914616438760.182
2015-11-16,2383290832915.51,830513549084.34,729324109310.32
2015-11-17,2287330797239.68,667845035196.12,725456197074.421
2015-11-18,2165345274621.85,671881762653.28,732212019580.311
2015-11-19,2152105998357.7,621847630164.86,748748636608.056
2015-11-20,2203996691128.57,744629070266.86,736348135407.783
2015-11-21,2241598928451.61,998993789743.31,845296144847.126
2015-11-22,2255131270996.45,938153849004.17,907129292757.013
2015-11-23,2163404275837.32,853035096473.84,712530223820.42
2015-11-24,1930487597802.24,731537678290.78,774121064339.296
2015-11-25,2234296836323.63,669053187739.75,781671424291.653
2015-11-26,2108005767941.43,640457340357.13,742693129045.709
2015-11-27,2013087298189.48,816607752608.8,762056277830.128
2015-11-28,2325992972058.56,1073646788172.66,843815795668.915
2015-11-29,2341645602668.12,1354416542411.42,905020582257.32
2015-11-30,2158526389901.63,594238967394,731831053389.686
2015-12-01,2289184771929.89,594176743833.64,676748332832.744
2015-12-02,2220428959969.3,815200370293.43,764669429455.479
2015-12-03,2220989655836.21,766203867892.31,742164144384.959
2015-12-04,2381648518950.58,791616905793.22,714208114331.971
2015-12-05,2304864596353.38,1151061640112.07,797061629148.186
2015-12-06,2430289055445.6,1063593749646.81,877100306068.18
2015-12-07,2308238613292.49,917789239996.45,746402847669.521
2015-12-08,2570279659425.8,829964047055.33,682709683122.799
2015-12-09,2614374358490.99,858307045542.94,708062603861.655
2015-12-10,2419122426514.6,775377631976.78,720598443831.302
2015-12-11,2763019575571.64,826134108852.17,739091925144.597
2015-12-12,2491976747130.18,1184933379310.98,853737259625.592
2015-12-13,2639986454783.58,1363954770055.37,875046206512.102
2015-12-14,2517769765867.78,958498143513.1,754604133150.488
2015-12-15,2573284325867.19,884092967984.52,744786112547.582
2015-12-16,2635644418145.11,824694382116.37,792388352333.498
2015-12-17,2501428754164.91,1040899083024.29,782533990707.207
2015-12-18,2402390356182.11,848858009708.2,760340321964.419
2015-12-19,2361689127481.88,1226057599127.87,866448084235.548
2015-12-20,2379740348017.75,1203731791809.37,936636006280.278
2015-12-21,2608357589374.27,919441553520.7,813168890287.405
2015-12-22,2464218078886.12,885447734874.11,670821675937.341
2015-12-24,2535023263109.05,800136146052.19,754916542589.373
2015-12-25,2569338306998.57,757574966286.02,234093061441.455
2015-12-26,2248350856779.24,1102072886068.22,73331261428.1182
2015-12-27,2488637380723.12,1129560518600.41,648883304175.667
2015-12-28,2435541839917.63,1064043995750.14,740470412659.934
2015-12-29,2438163192555.2,1097750502517.56,831945287005.688
2015-12-30,2313222927765.77,1121603451559.55,875858866231.73
2015-12-31,2324434563805.33,812501698282.69,737626205378.053
2016-01-01,2171502226142.05,1059227582765.9,870567658636.942
2016-01-02,2388164855333.93,1292687755616.55,969883309369.446
2016-01-03,2483531201829.7,1420755034001.63,1007080027240.44
2016-01-04,2500681532581.05,916499565812.26,843627308384.29
2016-01-05,2550428931238.54,939501403863.15,882362312710.52
2016-01-06,2513435027892,988147092640.01,890091268356.019
2016-01-07,2531142082606.1,880385004929.09,864948138920.039
2016-01-08,2544231674306.74,1174369445663.83,841458939069.994
2016-01-09,2856559717307.64,1392017600533.78,942135774357.33
